Domain,Model,Model_Type,Outcome,Threshold,Specificity,Sensitivity,FPR
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.22964420914649958,0.25894988066825775,0.9264705882352942,0.7410501193317423
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.22979906946420664,0.26014319809069214,0.9264705882352942,0.7398568019093079
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2301205992698669,0.2613365155131265,0.9264705882352942,0.7386634844868736
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.23032444715499875,0.26252983293556087,0.9264705882352942,0.7374701670644391
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.23037771135568613,0.2649164677804296,0.9264705882352942,0.7350835322195703
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.23053974658250803,0.26610978520286394,0.9264705882352942,0.733890214797136
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2307348176836967,0.2684964200477327,0.9264705882352942,0.7315035799522673
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.23085538297891614,0.26968973747016706,0.9264705882352942,0.730310262529833
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2309238165616989,0.27088305489260145,0.9264705882352942,0.7291169451073986
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.23096141964197156,0.2732696897374702,0.9264705882352942,0.7267303102625298
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.23102434724569315,0.2744630071599045,0.9264705882352942,0.7255369928400954
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.23134639859199518,0.27684964200477324,0.9264705882352942,0.7231503579952268
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2317245453596115,0.27804295942720764,0.9264705882352942,0.7219570405727924
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.23202470690011973,0.27923627684964203,0.9264705882352942,0.720763723150358
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.23237179964780805,0.28042959427207637,0.9264705882352942,0.7195704057279236
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.23253815621137613,0.28042959427207637,0.9191176470588235,0.7195704057279236
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2325907424092292,0.28162291169451076,0.9191176470588235,0.7183770883054892
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.23265875130891794,0.2828162291169451,0.9191176470588235,0.7171837708830548
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.23308289051055903,0.2828162291169451,0.9117647058823529,0.7171837708830548
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.23360072076320643,0.2840095465393795,0.9117647058823529,0.7159904534606205
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2338442951440811,0.2852028639618138,0.9117647058823529,0.7147971360381862
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.23400373756885523,0.2863961813842482,0.9117647058823529,0.7136038186157518
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.23418486863374705,0.28758949880668255,0.9117647058823529,0.7124105011933175
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2345658019185066,0.28997613365155134,0.9117647058823529,0.7100238663484486
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.23497084528207773,0.2911694510739857,0.9117647058823529,0.7088305489260143
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.23514028638601295,0.29236276849642007,0.9117647058823529,0.7076372315035799
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.23540208488702768,0.2935560859188544,0.9117647058823529,0.7064439140811456
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2356740981340408,0.2935560859188544,0.9044117647058824,0.7064439140811456
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.235731728374958,0.2947494033412888,0.9044117647058824,0.7052505966587113
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2360170558094978,0.29594272076372313,0.9044117647058824,0.7040572792362769
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.23628038167953486,0.2971360381861575,0.9044117647058824,0.7028639618138425
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.23631534725427622,0.29832935560859186,0.9044117647058824,0.7016706443914081
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.23640085011720652,0.29832935560859186,0.8897058823529411,0.7016706443914081
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.23691156506538386,0.29952267303102625,0.8897058823529411,0.7004773269689737
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.23737083375453943,0.301909307875895,0.8897058823529411,0.698090692124105
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.23749314993619913,0.3031026252983294,0.8897058823529411,0.6968973747016707
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2376744225621223,0.3042959427207637,0.8897058823529411,0.6957040572792363
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.23784849047660825,0.3054892601431981,0.8897058823529411,0.6945107398568019
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.23795902729034418,0.3054892601431981,0.8823529411764706,0.6945107398568019
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.23806253820657725,0.30668257756563244,0.8823529411764706,0.6933174224343676
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.23831450939178464,0.30787589498806683,0.8823529411764706,0.6921241050119331
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.23861341178417206,0.30906921241050117,0.8823529411764706,0.6909307875894988
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.23886186629533765,0.31026252983293556,0.8823529411764706,0.6897374701670644
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2389712557196617,0.3126491646778043,0.8823529411764706,0.6873508353221958
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.23904845118522644,0.3138424821002387,0.8823529411764706,0.6861575178997613
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2395990788936615,0.3138424821002387,0.875,0.6861575178997613
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.24020609259605405,0.315035799522673,0.875,0.684964200477327
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2404798492789268,0.3162291169451074,0.875,0.6837708830548925
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2406423836946487,0.31742243436754175,0.875,0.6825775656324582
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2407319694757461,0.31861575178997614,0.875,0.6813842482100239
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2409465909004211,0.3198090692124105,0.875,0.6801909307875895
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.24110054224729535,0.32100238663484487,0.875,0.6789976133651552
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2414000406861305,0.3221957040572792,0.875,0.6778042959427208
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.24173831939697266,0.3221957040572792,0.8676470588235294,0.6778042959427208
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.24179794639348978,0.3233890214797136,0.8676470588235294,0.6766109785202864
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2418625950813293,0.32577565632458233,0.8676470588235294,0.6742243436754176
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.24195674806833267,0.3269689737470167,0.8676470588235294,0.6730310262529833
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.24202831834554672,0.32935560859188545,0.8676470588235294,0.6706443914081146
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.24211848527193064,0.3305489260143198,0.8676470588235294,0.6694510739856803
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.24231204390525815,0.3329355608591885,0.8676470588235294,0.6670644391408115
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2425660640001297,0.3353221957040573,0.8676470588235294,0.6646778042959427
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.24276083707809443,0.33651551312649164,0.8676470588235294,0.6634844868735084
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2431275844573974,0.33651551312649164,0.8602941176470589,0.6634844868735084
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.24349676072597498,0.33770883054892603,0.8602941176470589,0.662291169451074
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2435754537582397,0.33890214797136037,0.8602941176470589,0.6610978520286397
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.24361623078584665,0.34009546539379476,0.8602941176470589,0.6599045346062052
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.24371459335088724,0.3412887828162291,0.8602941176470589,0.6587112171837709
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2438031658530235,0.3436754176610978,0.8602941176470589,0.6563245823389021
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.24394042044878006,0.3448687350835322,0.8602941176470589,0.6551312649164678
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2441021129488945,0.3460620525059666,0.8602941176470589,0.6539379474940334
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2441772148013115,0.34844868735083534,0.8602941176470589,0.6515513126491647
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.24423278123140335,0.3496420047732697,0.8602941176470589,0.6503579952267303
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2444184124469757,0.35083532219570407,0.8602941176470589,0.6491646778042959
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2445920035243034,0.35083532219570407,0.8455882352941176,0.6491646778042959
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.24469256401062006,0.3520286396181384,0.8455882352941176,0.6479713603818615
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.24486679583787913,0.35441527446300713,0.8455882352941176,0.6455847255369929
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.24498094618320465,0.3556085918854415,0.8455882352941176,0.6443914081145585
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2451110258698463,0.3568019093078759,0.8455882352941176,0.6431980906921241
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.24535084515810004,0.3568019093078759,0.8308823529411765,0.6431980906921241
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.24563189595937723,0.35799522673031026,0.8308823529411765,0.6420047732696897
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.24581119418144226,0.35799522673031026,0.8235294117647058,0.6420047732696897
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.24594611674547195,0.35918854415274465,0.8235294117647058,0.6408114558472553
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.24610041826963425,0.35918854415274465,0.8088235294117647,0.6408114558472553
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.24635004997253415,0.360381861575179,0.8088235294117647,0.639618138424821
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.24672014266252515,0.3615751789976134,0.8088235294117647,0.6384248210023866
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2469247207045555,0.3627684964200477,0.8088235294117647,0.6372315035799523
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.24700765311717984,0.3639618138424821,0.8088235294117647,0.636038186157518
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2472615838050842,0.36515513126491644,0.8088235294117647,0.6348448687350836
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2474993914365768,0.36634844868735084,0.8088235294117647,0.6336515513126492
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.24759218096733088,0.36754176610978523,0.8088235294117647,0.6324582338902147
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.24765557050704956,0.36873508353221957,0.8088235294117647,0.6312649164677804
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.24772938340902326,0.36992840095465396,0.8088235294117647,0.630071599045346
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2478634640574455,0.3711217183770883,0.8088235294117647,0.6288782816229117
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.24808203428983683,0.373508353221957,0.8088235294117647,0.626491646778043
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.24826069176197046,0.3747016706443914,0.8088235294117647,0.6252983293556086
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.24829540401697153,0.37589498806682575,0.8088235294117647,0.6241050119331742
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.248361237347126,0.37708830548926014,0.8088235294117647,0.6229116945107398
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.24862628430128095,0.37828162291169454,0.8088235294117647,0.6217183770883055
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.24889090657234186,0.37828162291169454,0.8014705882352942,0.6217183770883055
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.24909761548042292,0.3794749403341289,0.8014705882352942,0.6205250596658711
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2494111210107803,0.38066825775656327,0.8014705882352942,0.6193317422434368
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.24981503933668137,0.383054892601432,0.8014705882352942,0.616945107398568
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2502795457839966,0.38424821002386633,0.8014705882352942,0.6157517899761337
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.25063152611255646,0.3854415274463007,0.8014705882352942,0.6145584725536992
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2509782314300537,0.38782816229116945,0.8014705882352942,0.6121718377088305
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.25163052976131434,0.38902147971360385,0.8014705882352942,0.6109785202863962
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.25226995348930353,0.3902147971360382,0.8014705882352942,0.6097852028639619
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.25247983634471893,0.3902147971360382,0.7867647058823529,0.6097852028639619
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2525140047073364,0.3914081145584726,0.7867647058823529,0.6085918854415274
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2525746077299118,0.3937947494033413,0.7867647058823529,0.6062052505966586
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2531089335680008,0.39498806682577564,0.7867647058823529,0.6050119331742243
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.253700315952301,0.39618138424821003,0.7867647058823529,0.60381861575179
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2539447247982025,0.39737470167064437,0.7867647058823529,0.6026252983293556
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2541152238845825,0.39856801909307876,0.7867647058823529,0.6014319809069213
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.25425292551517487,0.3997613365155131,0.7867647058823529,0.600238663484487
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.25438082218170166,0.4009546539379475,0.7867647058823529,0.5990453460620525
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.25449796020984644,0.4021479713603819,0.7867647058823529,0.5978520286396181
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2546433061361313,0.4033412887828162,0.7867647058823529,0.5966587112171837
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2546926438808441,0.40572792362768495,0.7867647058823529,0.594272076372315
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.25471046566963196,0.40692124105011934,0.7867647058823529,0.5930787589498807
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.25477099418640137,0.40692124105011934,0.7794117647058824,0.5930787589498807
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.25496354699134827,0.40930787589498807,0.7794117647058824,0.5906921241050119
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2551017105579376,0.4105011933174224,0.7794117647058824,0.5894988066825776
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2551877945661545,0.4116945107398568,0.7794117647058824,0.5883054892601431
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2554272711277008,0.4128878281622912,0.7794117647058824,0.5871121718377088
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2559773027896881,0.4128878281622912,0.7720588235294118,0.5871121718377088
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2565183788537979,0.41408114558472553,0.7720588235294118,0.5859188544152745
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.25709061324596405,0.4152744630071599,0.7720588235294118,0.5847255369928401
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.257582888007164,0.41646778042959426,0.7720588235294118,0.5835322195704058
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2577566057443619,0.41766109785202865,0.7720588235294118,0.5823389021479713
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2580434381961822,0.418854415274463,0.7720588235294118,0.581145584725537
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.25828292965888977,0.4200477326968974,0.7720588235294118,0.5799522673031026
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2583826035261154,0.4212410501193317,0.7720588235294118,0.5787589498806682
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2584232091903686,0.4224343675417661,0.7720588235294118,0.5775656324582339
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.25848668813705444,0.4236276849642005,0.7720588235294118,0.5763723150357996
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2587513029575348,0.42601431980906923,0.7720588235294118,0.5739856801909308
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.25905063748359675,0.42720763723150357,0.7720588235294118,0.5727923627684964
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2595306634902954,0.42840095465393796,0.7720588235294118,0.571599045346062
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2599802315235138,0.4307875894988067,0.7720588235294118,0.5692124105011933
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.26004841923713684,0.431980906921241,0.7720588235294118,0.568019093078759
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.26005876064300537,0.4331742243436754,0.7720588235294118,0.5668257756563246
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2600801885128021,0.4343675417661098,0.7720588235294118,0.5656324582338902
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.26010966300964355,0.4343675417661098,0.7647058823529411,0.5656324582338902
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2603199183940887,0.43556085918854415,0.7647058823529411,0.5644391408114559
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.26051887869834894,0.43675417661097854,0.7647058823529411,0.5632458233890214
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2606651335954666,0.43914081145584727,0.7647058823529411,0.5608591885441527
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.26088830828666687,0.441527446300716,0.7647058823529411,0.5584725536992841
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.26107715070247645,0.4439140811455847,0.7647058823529411,0.5560859188544153
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.26119561493396753,0.44630071599045346,0.7647058823529411,0.5536992840095465
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2613420635461807,0.44749403341288785,0.7647058823529411,0.5525059665871122
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.26165512204170227,0.4486873508353222,0.7647058823529411,0.5513126491646778
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.26201650500297546,0.4498806682577566,0.7647058823529411,0.5501193317422435
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.26230305433273315,0.4510739856801909,0.7647058823529411,0.5489260143198091
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2624126821756363,0.4522673031026253,0.7647058823529411,0.5477326968973747
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.26258012652397156,0.4522673031026253,0.7573529411764706,0.5477326968973747
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.26280599832534784,0.45346062052505964,0.7573529411764706,0.5465393794749404
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.26289607584476465,0.45346062052505964,0.75,0.5465393794749404
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.26331672072410583,0.45465393794749404,0.75,0.5453460620525059
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.263727530837059,0.45584725536992843,0.75,0.5441527446300716
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.26397205889225006,0.45704057279236276,0.75,0.5429594272076372
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2642250657081604,0.45823389021479716,0.75,0.5417661097852029
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2642805725336075,0.4594272076372315,0.75,0.5405727923627686
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.2643961906433105,0.4606205250596659,0.75,0.5393794749403341
